task_id,model_name,split,label,entry_point,libs,meta_parse_error,classical_loc,classical_cyclomatic_complexity,classical_max_nesting_depth,ast_if_count,ast_for_count,ast_while_count,ast_try_count,ast_except_count,ast_return_count,ast_import_count,ast_has_error_handling,align_lib_coverage,align_missing_libs,align_length_ratio,smell_hardcoded_return_funcs,smell_is_very_short,logreg_prob,logreg_pred,lgbm_prob,lgbm_pred
BigCodeBench/300,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'matplotlib', 'scipy']",0,26,3,1,1,0,0,0,0,1,4,0,0.6,2,1.2142,0,0,0.36047741648893794,0,0.40349310043878994,0
BigCodeBench/301,Yi_1.5_34B_Chat,instruct,0,task_func,"['dateutil', 'math', 'numpy', 'pytz']",0,12,1,0,0,0,0,0,0,1,4,0,0.5,2,1.3923,0,0,0.552715158465161,1,0.5775546063501075,1
BigCodeBench/311,Yi_1.5_34B_Chat,instruct,0,task_func,"['random', 'numpy', 'scipy']",0,17,4,2,1,1,0,0,0,1,4,0,1.0,0,1.1104,0,0,0.4191442946353796,0,0.4529412659128571,0
BigCodeBench/313,Yi_1.5_34B_Chat,instruct,0,task_func,"['shutil', 'datetime', 're', 'os']",0,23,6,3,4,1,0,0,0,1,4,0,1.0,0,2.6427,0,0,0.41484625786809176,0,0.4093798076936469,0
BigCodeBench/314,Yi_1.5_34B_Chat,instruct,0,task_func,"['http', 'socket', 'ssl']",0,14,2,1,1,0,0,0,0,1,3,0,0.0,1,1.1568,0,0,0.5245803479373872,1,0.4614703165262653,0
BigCodeBench/317,Yi_1.5_34B_Chat,instruct,0,task_func,"['numpy', 're', 'sklearn']",0,11,2,0,0,0,0,0,0,1,3,0,0.6,2,1.5485,0,0,0.5665076203590095,1,0.5272506186671204,1
BigCodeBench/323,Yi_1.5_34B_Chat,instruct,0,task_func,"['numpy', 'collections', 're', 'sklearn']",0,15,5,1,2,0,0,0,0,1,4,0,0.8,1,1.4233,0,0,0.47993455984327815,0,0.46581559034508796,0
BigCodeBench/329,Yi_1.5_34B_Chat,instruct,0,task_func,"['json', 're', 'os']",0,13,3,2,1,1,0,0,0,1,3,0,1.0,0,1.2651,0,0,0.5164168753296354,1,0.4984330551534511,0
BigCodeBench/333,Yi_1.5_34B_Chat,instruct,1,task_func,"['random', 'heapq']",0,6,2,0,0,0,0,0,0,1,2,0,1.0,0,0.8188,0,0,0.6173479704011005,1,0.6921806219556343,1
BigCodeBench/335,Yi_1.5_34B_Chat,instruct,0,task_func,"['queue', 'collections', 'random']",0,15,3,1,0,1,1,0,0,1,3,0,0.5,1,1.3593,0,0,0.6105772986451615,1,0.5399409835921498,1
BigCodeBench/339,Yi_1.5_34B_Chat,instruct,1,task_func,"['urllib', 'hmac', 'hashlib', 'json']",0,11,2,1,1,0,0,0,0,1,4,0,0.5,1,0.9234,0,0,0.5549875530921329,1,0.5334277408043377,1
BigCodeBench/349,Yi_1.5_34B_Chat,instruct,1,task_func,"['pandas', 'random']",0,12,2,1,0,1,0,0,0,1,2,0,0.5,1,1.234,0,0,0.5413241261735721,1,0.5360930799638628,1
BigCodeBench/362,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'os']",0,16,5,2,2,0,0,1,2,1,2,1,0.6667,1,1.5481,0,0,0.3949188139130684,0,0.374007506146048,0
BigCodeBench/364,Yi_1.5_34B_Chat,instruct,1,task_func,"['pandas', 'sklearn']",0,14,4,1,2,0,0,0,0,1,3,0,0.5,2,1.5312,0,0,0.5473271458085655,1,0.486961410713147,0
BigCodeBench/369,Yi_1.5_34B_Chat,instruct,0,task_func,"['numpy', 'matplotlib', 'scipy']",0,16,1,0,0,0,0,0,0,1,3,0,0.75,1,1.774,0,0,0.5128007950039044,1,0.51831910305327,1
BigCodeBench/372,Yi_1.5_34B_Chat,instruct,0,task_func,"['glob', 'docx', 're']",0,14,3,2,0,2,0,0,0,1,3,0,1.0,0,1.2051,0,0,0.4589942051448843,0,0.49183158227480944,0
BigCodeBench/376,Yi_1.5_34B_Chat,instruct,0,task_func,"['nltk', 'collections', 're']",0,12,3,0,0,0,0,0,0,1,3,0,1.0,0,1.0305,0,0,0.499254989878701,0,0.5102987920972782,1
BigCodeBench/384,Yi_1.5_34B_Chat,instruct,1,task_func,"['collections', 'itertools', 'random']",0,14,3,1,0,2,0,0,0,1,2,0,0.3333,2,0.5246,0,0,0.4875852228721638,0,0.4984780645831269,0
BigCodeBench/392,Yi_1.5_34B_Chat,instruct,1,task_func,"['numpy', 'matplotlib']",0,13,2,1,1,0,0,0,0,1,2,0,0.6667,1,1.0471,0,0,0.5734820840048408,1,0.5146496296023366,1
BigCodeBench/407,Yi_1.5_34B_Chat,instruct,0,task_func,"['csv', 'openpyxl', 'os']",0,18,5,2,0,1,0,0,0,1,3,0,0.3333,2,1.6277,0,0,0.3926119403242068,0,0.3813869426676283,0
BigCodeBench/410,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'datetime', 'os']",0,17,4,2,2,0,0,1,1,1,3,1,0.75,1,1.5258,0,0,0.3830885253375883,0,0.35293914866309434,0
BigCodeBench/416,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'seaborn']",0,21,3,1,1,0,0,0,0,2,4,0,0.6667,1,1.7338,0,0,0.4238075180136711,0,0.3604915874467778,0
BigCodeBench/418,Yi_1.5_34B_Chat,instruct,0,task_func,"['tensorflow', 'matplotlib', 'sklearn']",0,26,1,0,0,0,0,0,0,1,4,0,0.4,3,1.5758,0,0,0.3865650484598369,0,0.47801657251946256,0
BigCodeBench/432,Yi_1.5_34B_Chat,instruct,1,task_func,"['scipy', 'seaborn']",0,21,1,0,0,0,0,0,0,1,4,0,0.6667,1,1.6103,0,0,0.42329832324300487,0,0.44597736710424085,0
BigCodeBench/437,Yi_1.5_34B_Chat,instruct,1,task_func,"['pickle', 'os']",0,17,1,1,0,0,0,0,0,1,3,0,0.6667,1,1.7834,0,0,0.49868324472422837,0,0.5141076090561778,1
BigCodeBench/440,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'numpy', 'sklearn']",0,11,3,1,1,0,0,0,0,1,3,0,0.75,1,0.8704,0,0,0.5572758251706134,1,0.5233975907726195,1
BigCodeBench/442,Yi_1.5_34B_Chat,instruct,0,task_func,"['numpy', 'matplotlib', 'sklearn']",0,15,1,0,0,0,0,0,0,1,3,0,0.6,2,0.9657,0,0,0.5306174725133103,1,0.5417135197952896,1
BigCodeBench/450,Yi_1.5_34B_Chat,instruct,0,task_func,"['matplotlib', 'scipy', 'sklearn']",0,15,2,1,1,0,0,0,0,1,3,0,0.75,1,0.8694,0,0,0.5279029046766452,1,0.49355126956736195,0
BigCodeBench/451,Yi_1.5_34B_Chat,instruct,1,task_func,"['sklearn', 'numpy', 'matplotlib', 'seaborn']",0,18,2,1,1,0,0,0,0,1,4,0,0.6,2,1.3587,0,0,0.48784398456747674,0,0.44388819500593507,0
BigCodeBench/452,Yi_1.5_34B_Chat,instruct,0,task_func,"['numpy', 'sklearn']",0,21,2,0,0,0,0,0,0,2,5,0,0.5,2,1.2195,0,0,0.4001249637040657,0,0.33162902093614127,0
BigCodeBench/458,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 're', 'json']",0,38,10,4,5,0,0,1,1,8,4,1,0.6667,2,1.0699,0,0,0.1857761198126442,0,0.3445092593774468,0
BigCodeBench/481,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'random', 're']",0,13,3,0,0,0,0,0,0,2,3,0,1.0,0,1.3272,0,0,0.4997333607264365,0,0.4145296818681381,0
BigCodeBench/490,Yi_1.5_34B_Chat,instruct,1,task_func,"['xmltodict', 'json']",0,8,1,1,0,0,0,0,0,1,2,0,0.5,1,0.9297,0,0,0.6211179033675339,1,0.6561463339895157,1
BigCodeBench/491,Yi_1.5_34B_Chat,instruct,0,task_func,"['datetime', 'random', 'matplotlib']",0,24,8,2,2,3,0,0,0,1,3,0,0.6667,1,1.4634,0,0,0.293761842578676,0,0.302967479156596,0
BigCodeBench/492,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'datetime', 'random']",0,26,7,2,4,2,0,0,0,1,3,0,0.4,3,1.6547,0,0,0.38829175436018865,0,0.37660827198937114,0
BigCodeBench/499,Yi_1.5_34B_Chat,instruct,1,task_func,"['io', 'csv', 'xlwt', 'os']",0,15,3,2,0,2,0,0,0,1,4,0,0.5,1,1.2312,0,0,0.43119590666045693,0,0.4884887115311747,0
BigCodeBench/507,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'numpy']",0,9,3,1,2,0,0,0,0,2,2,0,1.0,0,0.6684,0,0,0.6318701601623866,1,0.47638700815138135,0
BigCodeBench/510,Yi_1.5_34B_Chat,instruct,1,task_func,"['difflib', 'gzip']",0,11,1,1,0,0,0,0,0,1,2,0,0.0,1,0.589,0,0,0.566261699220946,1,0.5755073330797998,1
BigCodeBench/521,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'matplotlib']",0,14,3,1,0,1,0,0,0,1,2,0,0.5,2,0.8436,0,0,0.5048018136173624,1,0.4984780645831269,0
BigCodeBench/523,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'matplotlib']",0,13,6,1,1,0,0,0,0,2,2,0,0.6667,1,1.4588,0,0,0.49527930664458564,0,0.4380806873212097,0
BigCodeBench/525,Yi_1.5_34B_Chat,instruct,1,task_func,"['collections', 'numpy', 'matplotlib', 'json']",0,25,4,2,0,3,0,0,0,1,4,0,0.6667,2,1.0719,0,0,0.2981593638816766,0,0.2794160545465703,0
BigCodeBench/528,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'csv', 'collections', 'matplotlib']",0,22,5,1,1,0,0,0,0,1,4,0,0.75,1,1.6433,0,0,0.35790672018465336,0,0.37231678073626445,0
BigCodeBench/533,Yi_1.5_34B_Chat,instruct,0,task_func,"['secrets', 'base64', 'hashlib', 'numpy']",0,19,5,1,2,0,0,0,0,1,4,0,0.5,1,0.8533,0,0,0.41330870260169283,0,0.4141382558108177,0
BigCodeBench/534,Yi_1.5_34B_Chat,instruct,0,task_func,"['base64', 'numpy', 'cryptography']",0,36,4,0,0,0,0,0,0,4,7,0,1.0,0,1.849,0,0,0.17888506465300855,0,0.35686272777446404,0
BigCodeBench/535,Yi_1.5_34B_Chat,instruct,0,task_func,"['sqlite3', 'numpy', 'random']",0,31,5,2,2,1,0,1,1,1,3,1,0.3333,2,1.5084,0,0,0.21031168877284728,0,0.31445979018083875,0
BigCodeBench/543,Yi_1.5_34B_Chat,instruct,1,task_func,"['base64', 'os']",0,8,1,0,0,0,0,0,0,1,3,0,0.5,1,1.1254,0,0,0.6033184614842712,1,0.6473738730086124,1
BigCodeBench/549,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'base64']",0,11,1,0,0,0,0,0,0,1,3,0,0.5,1,1.1535,0,0,0.5650047080092575,1,0.5775546063501075,1
BigCodeBench/555,Yi_1.5_34B_Chat,instruct,1,task_func,"['pandas', 'numpy', 'matplotlib', 'scipy']",0,22,1,0,0,0,0,0,0,2,4,0,0.8,1,1.8361,0,0,0.42642638642276837,0,0.37630364562567375,0
BigCodeBench/560,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'datetime', 'matplotlib']",0,18,1,0,0,0,0,0,0,1,3,0,0.75,1,2.0,0,0,0.488873060397219,0,0.4871521888404565,0
BigCodeBench/564,Yi_1.5_34B_Chat,instruct,0,task_func,"['pytz', 'ctypes', 'os', 'datetime']",0,23,2,1,1,0,0,0,0,1,4,0,0.6667,1,1.5174,0,0,0.40836924801430435,0,0.40349310043878994,0
BigCodeBench/571,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'inspect']",0,41,10,2,3,1,0,1,1,0,3,1,0.5,1,2.4616,0,0,0.09656469024081442,0,0.2840547080477502,0
BigCodeBench/578,Yi_1.5_34B_Chat,instruct,0,task_func,"['unicodedata', 'requests']",0,19,6,2,0,0,0,1,2,4,3,1,0.5,1,1.2519,0,0,0.28069478151064625,0,0.25337259694908676,0
BigCodeBench/606,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'scipy']",0,7,1,0,0,0,0,0,0,1,2,0,0.6667,1,1.2054,0,0,0.6393759057872052,1,0.702023124956244,1
BigCodeBench/617,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'random', 'matplotlib', 're']",0,42,4,1,0,1,0,0,0,3,4,0,0.5,2,2.7267,0,0,0.17529059683069317,0,0.36397730547739177,0
BigCodeBench/621,Yi_1.5_34B_Chat,instruct,1,task_func,"['matplotlib', 'numpy', 'itertools', 'sklearn']",0,15,2,0,0,0,0,0,0,1,4,0,0.8,1,1.746,0,0,0.48387893947350213,0,0.48680628533463993,0
BigCodeBench/622,Yi_1.5_34B_Chat,instruct,1,task_func,"['matplotlib', 'numpy', 'itertools', 'scipy']",0,18,2,0,0,0,0,0,0,1,4,0,1.0,0,2.0445,0,0,0.4353649389108428,0,0.43723596484510463,0
BigCodeBench/628,Yi_1.5_34B_Chat,instruct,1,task_func,"['math', 'random', 'matplotlib']",0,16,3,0,0,0,0,0,0,1,3,0,0.6667,1,1.7315,0,0,0.46328124866852,0,0.468124384032633,0
BigCodeBench/633,Yi_1.5_34B_Chat,instruct,0,task_func,"['nltk', 're']",0,10,3,0,0,0,0,0,0,1,3,0,1.0,0,1.1133,0,0,0.5266925289767695,1,0.5252307081145524,1
BigCodeBench/641,Yi_1.5_34B_Chat,instruct,1,task_func,"['pandas', 're', 'os']",0,15,4,3,1,2,0,0,0,1,3,0,1.0,0,1.4324,0,0,0.4605374404102859,0,0.4859324553594897,0
BigCodeBench/642,Yi_1.5_34B_Chat,instruct,0,task_func,"['hashlib', 're', 'binascii']",0,18,5,5,1,2,0,1,1,1,4,1,1.0,0,1.5611,0,0,0.280604932722651,0,0.26441777244494724,0
BigCodeBench/654,Yi_1.5_34B_Chat,instruct,0,task_func,"['numpy', 'matplotlib', 'scipy']",0,19,2,0,0,0,0,0,0,2,3,0,0.75,1,2.4447,0,0,0.4676394456564733,0,0.3686870232453486,0
BigCodeBench/665,Yi_1.5_34B_Chat,instruct,1,task_func,"['shutil', 'itertools', 'fnmatch', 'os']",0,15,6,3,2,2,0,0,0,1,4,0,0.6667,1,1.7557,0,0,0.4411845206111662,0,0.4760364823719507,0
BigCodeBench/667,Yi_1.5_34B_Chat,instruct,1,task_func,"['collections', 'heapq']",0,8,2,0,0,0,0,0,0,1,2,0,0.3333,2,1.3966,0,0,0.6154970736515599,1,0.627668585061863,1
BigCodeBench/669,Yi_1.5_34B_Chat,instruct,0,task_func,"['math', 'itertools']",0,11,3,2,1,1,0,0,0,1,2,0,0.6667,1,2.1938,0,0,0.5815459364561671,1,0.5427774728711047,1
BigCodeBench/672,Yi_1.5_34B_Chat,instruct,1,task_func,"['csv', 'sys']",0,9,1,1,0,0,0,0,0,0,2,0,0.5,1,0.7725,0,0,0.5969317801120179,1,0.35812261823246055,0
BigCodeBench/675,Yi_1.5_34B_Chat,instruct,1,task_func,"['random', 'os']",0,18,3,2,1,1,0,0,0,1,4,0,0.5,1,1.7978,0,0,0.44130881754603163,0,0.4433474986668254,0
BigCodeBench/685,Yi_1.5_34B_Chat,instruct,1,task_func,"['collections', 'itertools']",0,6,1,0,0,0,0,0,0,1,2,0,0.6667,1,0.7707,0,0,0.6469841708318096,1,0.7370970728865549,1
BigCodeBench/687,Yi_1.5_34B_Chat,instruct,1,task_func,"['numpy', 'scipy']",0,8,3,0,0,0,0,0,0,1,2,0,0.5,2,0.7445,0,0,0.5901382926314047,1,0.620734851217985,1
BigCodeBench/689,Yi_1.5_34B_Chat,instruct,1,task_func,"['numpy', 'scipy']",0,13,3,2,1,1,0,0,0,1,3,0,1.0,0,1.0511,0,0,0.5139724358565955,1,0.4984330551534511,0
BigCodeBench/706,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'sklearn']",0,13,1,0,0,0,0,0,0,1,4,0,0.6667,1,1.7412,0,0,0.5302128606458475,1,0.5653239114364207,1
BigCodeBench/718,Yi_1.5_34B_Chat,instruct,0,task_func,"['re', 'numpy', 'scipy']",0,19,2,1,1,0,0,0,0,2,3,0,1.0,0,1.5884,0,0,0.48228609658990795,0,0.3719812349301512,0
BigCodeBench/721,Yi_1.5_34B_Chat,instruct,0,task_func,"['csv', 'collections', 'os']",0,16,4,2,2,1,0,0,0,3,3,0,0.5,2,0.9559,0,0,0.5271208464194699,1,0.41319203653112,0
BigCodeBench/730,Yi_1.5_34B_Chat,instruct,0,task_func,"['pickle', 'os']",0,14,2,2,1,0,0,0,0,2,3,0,0.6667,1,1.3481,0,0,0.5558042674674673,1,0.4146709329984479,0
BigCodeBench/732,Yi_1.5_34B_Chat,instruct,1,task_func,"['nltk', 'collections', 'string', 're']",0,9,2,0,0,0,0,0,0,1,4,0,1.0,0,1.0224,0,0,0.5425355473123469,1,0.5252307081145524,1
BigCodeBench/735,Yi_1.5_34B_Chat,instruct,1,task_func,"['numpy', 'itertools']",0,7,1,0,0,0,0,0,0,1,2,0,1.0,0,1.2641,0,0,0.631679649055901,1,0.6057309291567254,1
BigCodeBench/749,Yi_1.5_34B_Chat,instruct,0,task_func,"['numpy', 'sklearn']",0,7,1,0,0,0,0,0,0,1,2,0,0.6667,1,1.1683,0,0,0.6389846010008677,1,0.702023124956244,1
BigCodeBench/752,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'numpy', 'sklearn']",0,26,7,1,6,0,0,0,0,1,4,0,0.75,1,1.3278,0,0,0.4230773832725141,0,0.4098921830933682,0
BigCodeBench/760,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'numpy', 'codecs', 're', 'datetime']",0,27,3,2,1,1,0,0,0,4,5,0,0.8,1,0.7379,0,0,0.3352203782903099,0,0.3852441342274202,0
BigCodeBench/763,Yi_1.5_34B_Chat,instruct,0,task_func,"['collections', 'csv', 'numpy', 'json']",0,20,4,2,0,2,0,0,0,1,4,0,0.75,1,1.6101,0,0,0.3561537782128125,0,0.3616584136848854,0
BigCodeBench/779,Yi_1.5_34B_Chat,instruct,0,task_func,"['shutil', 'os']",0,24,9,3,3,3,0,1,1,4,3,1,0.5,1,1.653,0,0,0.23497982177818452,0,0.2880221982291518,0
BigCodeBench/788,Yi_1.5_34B_Chat,instruct,1,task_func,"['scipy', 'heapq']",0,17,4,1,2,0,0,0,0,1,3,0,0.6667,1,1.257,0,0,0.4911677966512145,0,0.4654492536595464,0
BigCodeBench/809,Yi_1.5_34B_Chat,instruct,1,task_func,"['numpy', 'sklearn']",0,8,2,0,0,0,0,0,0,1,2,0,0.6667,1,0.8259,0,0,0.6007228884168604,1,0.620734851217985,1
BigCodeBench/820,Yi_1.5_34B_Chat,instruct,1,task_func,"['random', 'string']",0,11,5,1,1,1,0,0,0,1,2,0,0.0,1,1.2087,0,0,0.505216465472873,1,0.519191915664641,1
BigCodeBench/821,Yi_1.5_34B_Chat,instruct,0,task_func,"['threading', 'time']",0,14,4,1,0,2,0,0,0,2,2,0,0.0,2,0.6005,0,0,0.4665643436682106,0,0.384165133589644,0
BigCodeBench/828,Yi_1.5_34B_Chat,instruct,1,task_func,"['shutil', 'errno', 'os']",0,19,4,3,1,0,0,2,2,1,4,1,0.3333,2,0.8394,0,0,0.30069122821530914,0,0.2435356496557012,0
BigCodeBench/840,Yi_1.5_34B_Chat,instruct,1,task_func,"['pandas', 'numpy']",0,13,2,0,0,0,0,0,0,1,2,0,0.6667,1,0.9002,0,0,0.5366126697583012,1,0.5079054747336632,1
BigCodeBench/844,Yi_1.5_34B_Chat,instruct,0,task_func,"['faker', 'csv', 'random']",0,18,4,1,1,1,0,0,0,1,3,0,0.0,3,0.4358,0,0,0.4431432054958601,0,0.5963894866336767,1
BigCodeBench/849,Yi_1.5_34B_Chat,instruct,0,task_func,"['nltk', 'collections', 're']",0,15,3,0,0,0,0,0,0,1,3,0,0.6667,1,1.5241,0,0,0.47412505189615195,0,0.48680628533463993,0
BigCodeBench/851,Yi_1.5_34B_Chat,instruct,0,task_func,"['re', 'textwrap']",0,11,3,0,0,0,0,0,0,1,2,0,0.5,1,2.1495,0,0,0.5494506134958446,1,0.5408195833055414,1
BigCodeBench/861,Yi_1.5_34B_Chat,instruct,1,task_func,"['collections', 'random']",0,13,3,2,0,2,0,0,0,1,2,0,0.3333,2,0.8798,0,0,0.5061394191027505,1,0.5095884132083934,1
BigCodeBench/862,Yi_1.5_34B_Chat,instruct,1,task_func,"['collections', 'random', 'string']",0,10,2,1,0,1,0,0,0,1,3,0,0.3333,2,0.2046,0,0,0.5496486371731495,1,0.5772154795364866,1
BigCodeBench/873,Yi_1.5_34B_Chat,instruct,0,task_func,"['csv', 'os']",0,15,3,1,1,0,0,0,0,1,2,0,0.5,1,0.7497,0,0,0.5162305879461156,1,0.5001981163710307,1
BigCodeBench/878,Yi_1.5_34B_Chat,instruct,1,task_func,"['pandas', 'sklearn']",0,18,3,1,2,0,0,0,0,1,4,0,0.5,2,1.0445,0,0,0.4925745352670503,0,0.4606570183832362,0
BigCodeBench/888,Yi_1.5_34B_Chat,instruct,1,task_func,"['pandas', 'os']",0,12,4,2,2,1,0,0,0,2,2,0,0.6667,1,1.1095,0,0,0.5773193421324948,1,0.4974773467366786,0
BigCodeBench/892,Yi_1.5_34B_Chat,instruct,0,task_func,"['collections', 'random']",0,7,2,0,0,0,0,0,0,1,2,0,0.5,1,0.7005,0,0,0.6078073523604786,1,0.6689525171287944,1
BigCodeBench/893,Yi_1.5_34B_Chat,instruct,0,task_func,"['datetime', 're']",0,21,4,2,2,1,0,0,0,2,2,0,1.0,0,2.0769,0,0,0.46078470127644966,0,0.4235787017821282,0
BigCodeBench/908,Yi_1.5_34B_Chat,instruct,1,task_func,"['pandas', 'matplotlib', 're', 'os']",0,16,3,2,1,1,0,0,0,1,4,0,1.0,0,1.618,0,0,0.4610166832335187,0,0.47034704941690203,0
BigCodeBench/910,Yi_1.5_34B_Chat,instruct,0,task_func,"['numpy', 'matplotlib']",0,18,11,1,2,0,0,0,0,1,2,0,0.6667,1,1.2955,0,0,0.3398073093150127,0,0.4507091685593867,0
BigCodeBench/919,Yi_1.5_34B_Chat,instruct,1,task_func,"['pandas', 'matplotlib']",0,15,4,2,1,1,0,0,0,1,2,0,0.6667,1,1.2871,0,0,0.49543425570908656,0,0.4829411393575231,0
BigCodeBench/927,Yi_1.5_34B_Chat,instruct,1,task_func,"['pandas', 'sklearn']",0,8,1,0,0,0,0,0,0,1,2,0,0.6667,1,1.0671,0,0,0.625579527396987,1,0.6561463339895157,1
BigCodeBench/930,Yi_1.5_34B_Chat,instruct,0,task_func,"['random', 'string']",0,14,4,1,2,1,0,0,0,2,2,0,0.0,3,0.707,0,0,0.5632019638683394,1,0.5236455710843273,1
BigCodeBench/951,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'numpy', 'random']",0,16,3,1,0,1,0,0,0,1,4,0,0.6667,1,1.4053,0,0,0.4322426492087254,0,0.47034704941690203,0
BigCodeBench/961,Yi_1.5_34B_Chat,instruct,0,task_func,"['glob', 'collections', 'os']",0,18,11,4,3,2,0,1,1,1,3,1,0.6667,1,1.4081,0,0,0.2449223681686788,0,0.4237854589402515,0
BigCodeBench/973,Yi_1.5_34B_Chat,instruct,0,task_func,"['shutil', 'os']",0,20,8,3,3,1,0,1,1,1,3,1,0.3333,2,1.0279,0,0,0.2889695167951468,0,0.32683981614588237,0
BigCodeBench/977,Yi_1.5_34B_Chat,instruct,0,task_func,"['numpy', 'matplotlib', 'seaborn']",0,19,7,1,3,0,0,0,0,1,3,0,0.6667,1,1.4204,0,0,0.4310407802379223,0,0.454547818293576,0
BigCodeBench/978,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'numpy', 'sklearn']",0,13,3,1,2,0,0,0,0,2,3,0,0.6,2,0.9687,0,0,0.5897549944023275,1,0.4431519678418644,0
BigCodeBench/979,Yi_1.5_34B_Chat,instruct,1,task_func,"['pandas', 'numpy', 'sklearn']",0,19,1,0,0,0,0,0,0,1,4,0,0.75,1,1.6821,0,0,0.45237752499460104,0,0.4582393091403312,0
BigCodeBench/995,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'numpy', 'matplotlib', 'os']",0,24,4,2,1,0,0,2,2,1,4,1,0.8,1,0.9735,0,0,0.24420530325646417,0,0.23608694333746225,0
BigCodeBench/998,Yi_1.5_34B_Chat,instruct,0,task_func,"['tarfile', 'urllib', 'hashlib', 'os']",0,24,4,3,2,0,0,1,1,3,4,1,0.5,1,1.673,0,0,0.29760396573168296,0,0.32500312578669327,0
BigCodeBench/1013,Yi_1.5_34B_Chat,instruct,0,task_func,"['csv', 'urllib', 'bs4', 'requests']",0,27,5,2,2,2,0,0,0,2,4,0,0.3333,2,3.2872,0,0,0.346017802116494,0,0.3410233759553329,0
BigCodeBench/1025,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'matplotlib', 'sklearn']",0,13,1,0,0,0,0,0,0,1,3,0,0.75,1,1.4233,0,0,0.5484161970165202,1,0.5575060997891642,1
BigCodeBench/1034,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'numpy']",0,39,8,1,1,0,0,0,0,2,4,0,0.75,1,2.0673,0,0,0.15360297595265482,0,0.3428291877827922,0
BigCodeBench/1038,Yi_1.5_34B_Chat,instruct,0,task_func,"['datetime', 'json']",0,12,1,0,0,0,0,0,0,0,3,0,0.5,2,1.8437,0,0,0.5670675686754026,1,0.28237312515390167,0
BigCodeBench/1039,Yi_1.5_34B_Chat,instruct,0,task_func,"['hashlib', 'os', 'ssl']",0,21,5,4,2,0,1,1,1,3,3,1,0.3333,2,1.3077,0,0,0.48439990357860124,0,0.3211230065469638,0
BigCodeBench/1052,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'matplotlib', 'sklearn']",0,24,7,1,2,0,0,0,0,3,4,0,0.5,3,1.3733,0,0,0.36493078922014893,0,0.38930991788984554,0
BigCodeBench/1053,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'matplotlib', 'sklearn']",0,34,10,2,3,0,0,1,2,4,3,1,0.6,2,0.9596,0,0,0.1638135199642772,0,0.27159446084279926,0
BigCodeBench/1058,Yi_1.5_34B_Chat,instruct,0,task_func,"['matplotlib', 'itertools', 'seaborn']",0,36,1,0,0,0,0,0,0,1,3,0,0.6667,1,0.8975,0,0,0.25762462193143415,0,0.4425915437563036,0
BigCodeBench/1059,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'numpy', 'itertools', 'random']",0,31,1,0,0,0,0,0,0,1,4,0,0.75,1,0.8841,0,0,0.2965138286096187,0,0.4425915437563036,0
BigCodeBench/1064,Yi_1.5_34B_Chat,instruct,0,task_func,"['numpy', 'seaborn']",0,11,2,1,0,1,0,0,0,1,3,0,1.0,0,0.8264,0,0,0.5256880056705743,1,0.5125287413577286,1
BigCodeBench/1070,Yi_1.5_34B_Chat,instruct,0,task_func,"['pandas', 'random']",0,12,3,1,0,1,0,0,0,1,2,0,0.3333,2,0.8828,0,0,0.5273214492028799,1,0.5434360736085416,1
BigCodeBench/1071,Yi_1.5_34B_Chat,instruct,0,task_func,"['itertools', 'numpy', 'matplotlib', 'random']",0,16,3,2,1,1,0,0,0,1,4,0,0.75,1,0.4687,0,0,0.4590744422731019,0,0.47034704941690203,0
BigCodeBench/1081,Yi_1.5_34B_Chat,instruct,1,task_func,"['pandas', 'seaborn']",0,21,6,1,2,0,0,0,0,1,3,0,0.5,2,0.939,0,0,0.4022703385366471,0,0.39954587007712555,0
