task_id,model_name,split,label,entry_point,libs,meta_parse_error,classical_loc,classical_cyclomatic_complexity,classical_max_nesting_depth,ast_if_count,ast_for_count,ast_while_count,ast_try_count,ast_except_count,ast_return_count,ast_import_count,ast_has_error_handling,align_lib_coverage,align_missing_libs,align_length_ratio,smell_hardcoded_return_funcs,smell_placeholder_hits,smell_is_very_short,smell_relative_length,logreg_prob,logreg_pred,lgbm_prob,lgbm_pred,rf_prob,rf_pred
BigCodeBench/1081,Qwen1.5_32B_Chat,instruct,1,task_func,"['pandas', 'seaborn']",0,19,4,1,2,0,0,0,0,1,3,0,1.0,0,0.898,0,0,0,1.1176,0.6041651221705143,1,0.49781720196884904,0,0.44359088926139606,0
BigCodeBench/1086,Qwen1.5_32B_Chat,instruct,1,task_func,"['pandas', 'numpy', 'random', 'string']",0,10,3,0,0,0,0,0,0,1,4,0,1.0,0,0.6823,0,0,0,0.7407,0.6451548042719925,1,0.5812004395803144,1,0.4010233907025435,0
BigCodeBench/1087,Qwen1.5_32B_Chat,instruct,0,task_func,"['numpy', 'matplotlib', 'scipy']",0,26,5,1,2,0,0,0,0,1,3,0,1.0,0,2.2676,0,0,0,1.0833,0.34113979786005516,0,0.454457578799817,0,0.42030627706157875,0
BigCodeBench/1092,Qwen1.5_32B_Chat,instruct,1,task_func,"['ast', 'bs4', 'requests']",0,25,7,5,2,2,0,2,2,2,3,1,1.0,0,1.4435,0,1,0,1.1364,0.14543180147943421,0,0.2170553995043205,0,0.2621640520878124,0
BigCodeBench/1111,Qwen1.5_32B_Chat,instruct,0,task_func,"['operator', 'collections', 'itertools']",0,11,3,0,0,0,0,0,0,1,3,0,1.0,0,1.4502,0,0,0,1.1,0.4942957670042761,0,0.24509096470422173,0,0.5747294571616302,1
BigCodeBench/1113,Qwen1.5_32B_Chat,instruct,0,task_func,"['csv', 'collections']",0,12,2,2,0,1,0,0,0,1,2,0,1.0,0,1.527,0,0,0,1.0909,0.625190853277165,1,0.6421773880374866,1,0.5561597699461731,1
BigCodeBench/1127,Qwen1.5_32B_Chat,instruct,0,task_func,"['hashlib', 're', 'os']",0,15,4,3,1,1,0,0,0,1,3,0,1.0,0,1.2479,0,0,0,1.0,0.45197751823090426,0,0.6048712673208272,1,0.5416453341873944,1
BigCodeBench/4,Granite_Code_34B_Instruct,instruct,1,task_func,"['collections', 'itertools']",0,7,2,1,0,1,0,0,0,1,2,0,1.0,0,0.7907,0,0,0,1.1667,0.6467349043614081,1,0.5761059444437072,1,0.6511099496182841,1
BigCodeBench/5,Granite_Code_34B_Instruct,instruct,1,task_func,"['math', 'random']",0,8,4,1,0,1,0,0,0,1,2,0,1.0,0,1.0248,0,0,0,0.8,0.57646041354891,1,0.5396261766708275,1,0.4605449753116649,0
BigCodeBench/13,Granite_Code_34B_Instruct,instruct,0,task_func,"['subprocess', 'ftplib', 'os']",0,16,3,4,0,1,0,1,1,1,3,1,1.0,0,1.1544,0,0,0,0.6667,0.21855184154871257,0,0.12575442900587466,0,0.22822785208006727,0
BigCodeBench/18,Granite_Code_34B_Instruct,instruct,1,task_func,"['glob', 'subprocess', 'random', 'os', 'csv']",0,24,5,2,2,1,0,1,1,4,5,1,1.0,0,1.9021,0,0,0,1.0435,0.14647928389163659,0,0.13624734115749979,0,0.36718243253392296,0
BigCodeBench/32,Granite_Code_34B_Instruct,instruct,0,task_func,"['bs4', 'requests']",0,10,2,1,1,0,0,0,0,2,2,0,1.0,0,1.4957,0,0,0,0.7143,0.4642543375204455,0,0.4028322914836167,0,0.40865115443968575,0
BigCodeBench/34,Granite_Code_34B_Instruct,instruct,1,task_func,"['matplotlib', 're', 'wordcloud']",0,12,2,1,1,0,0,0,0,1,3,0,1.0,0,1.5749,0,0,0,0.9231,0.3705777037123881,0,0.27034969262697095,0,0.5574740061531536,1
BigCodeBench/39,Granite_Code_34B_Instruct,instruct,0,task_func,"['numpy', 'matplotlib', 'scipy']",0,16,1,0,0,0,0,0,0,1,3,0,1.0,0,1.6316,0,0,0,0.9143,0.4370976319352368,0,0.4156613269238596,0,0.49011971854107417,0
BigCodeBench/41,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'matplotlib', 'scipy']",0,8,1,0,0,0,0,0,0,1,3,0,1.0,0,1.3066,0,0,0,0.6667,0.46364073683617435,0,0.538686046822342,1,0.412269298118239,0
BigCodeBench/42,Granite_Code_34B_Instruct,instruct,1,task_func,"['pandas', 'matplotlib', 'sklearn']",0,15,2,0,0,0,0,0,0,1,3,0,1.0,0,1.1722,0,0,0,0.9375,0.5489992421434979,1,0.5208774199704181,1,0.5296668971450507,1
BigCodeBench/49,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'datetime', 'matplotlib']",0,13,3,1,1,0,0,0,0,1,3,0,1.0,0,0.8031,0,0,0,0.9286,0.4315742485238252,0,0.44146763017476154,0,0.5390900717258513,1
BigCodeBench/63,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'matplotlib']",0,6,1,0,0,0,0,0,0,1,2,0,1.0,0,1.0527,0,0,0,0.6667,0.534066593915562,1,0.5405625520791228,1,0.6025359102224634,1
BigCodeBench/65,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'matplotlib']",0,9,1,0,0,0,0,0,0,1,2,0,1.0,0,0.3631,0,0,0,0.6923,0.418719861955157,0,0.3336962185845017,0,0.4806275943441341,0
BigCodeBench/76,Granite_Code_34B_Instruct,instruct,1,task_func,"['django', 'string', 'random']",0,10,6,1,1,0,0,0,0,1,3,0,1.0,0,1.0468,0,0,0,0.8333,0.5495979336910543,1,0.4620057704959927,0,0.4263264628413762,0
BigCodeBench/81,Granite_Code_34B_Instruct,instruct,0,task_func,"['flask_restful', 'flask', 'requests']",0,12,1,0,0,0,0,0,0,2,3,0,1.0,0,0.6336,0,0,0,1.0,0.535103116004872,1,0.5901495408925346,1,0.6092270299302376,1
BigCodeBench/93,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'numpy', 'matplotlib', 'sklearn']",0,15,4,1,1,0,0,0,0,1,4,0,1.0,0,1.9319,0,0,0,0.9375,0.6035899402150791,1,0.704447828127542,1,0.5382686174298122,1
BigCodeBench/94,Granite_Code_34B_Instruct,instruct,0,task_func,"['numpy', 'matplotlib', 'scipy']",0,12,1,0,0,0,0,0,0,1,3,0,1.0,0,0.4043,0,0,0,0.8571,0.5650031742799877,1,0.41960468289390823,0,0.574546262138534,1
BigCodeBench/102,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'sklearn', 'matplotlib', 'seaborn']",0,11,1,0,0,0,0,0,0,1,4,0,1.0,0,1.2894,0,0,0,1.0,0.5938592472999331,1,0.5677396569100001,1,0.6209486485809435,1
BigCodeBench/105,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'matplotlib', 'seaborn']",0,22,6,1,4,0,0,0,0,1,3,0,1.0,0,2.1737,0,0,0,1.1579,0.3928592928355151,0,0.23459244759656503,0,0.4159002004602817,0
BigCodeBench/106,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'matplotlib', 'sklearn']",0,23,5,1,3,0,0,0,0,1,3,0,1.0,0,1.9055,0,0,0,0.9583,0.4120213864889897,0,0.3704004436019913,0,0.435329858812469,0
BigCodeBench/112,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'matplotlib']",0,10,3,1,2,0,0,0,0,1,2,0,1.0,0,1.4534,0,0,0,0.8333,0.5347688783130299,1,0.4192660078966402,0,0.4663522752859371,0
BigCodeBench/117,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'numpy', 'random']",0,17,6,1,3,0,0,0,0,1,3,0,1.0,0,0.6007,0,0,0,0.9444,0.4479680088230962,0,0.43200434109056624,0,0.5155462463578832,1
BigCodeBench/141,Granite_Code_34B_Instruct,instruct,1,task_func,"['statistics', 'pandas', 'numpy']",0,16,5,1,1,1,0,0,0,1,3,0,1.0,0,0.5291,0,0,0,1.0667,0.3264536445849784,0,0.5589011981098219,1,0.49503886578280465,0
BigCodeBench/157,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'seaborn']",0,11,4,1,1,0,0,0,0,1,3,0,1.0,0,0.6268,0,0,0,0.7333,0.42863915488101845,0,0.28977659058197697,0,0.42080675704617687,0
BigCodeBench/161,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'datetime', 're']",0,20,4,3,1,1,0,1,1,1,3,1,1.0,0,1.9878,0,0,0,0.8696,0.21019711767352653,0,0.2663753611389788,0,0.24160791484856062,0
BigCodeBench/167,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'random', 'matplotlib']",0,12,3,0,0,0,0,0,0,1,3,0,1.0,0,1.3638,0,0,0,1.0,0.516455934155443,1,0.5654442308036197,1,0.5667814977608316,1
BigCodeBench/177,Granite_Code_34B_Instruct,instruct,0,task_func,"['nltk', 'string', 're']",0,17,9,4,3,2,0,0,0,1,3,0,1.0,0,1.1174,0,0,0,1.0,0.30092286704198834,0,0.35607221989890103,0,0.5114395623936937,1
BigCodeBench/182,Granite_Code_34B_Instruct,instruct,0,task_func,"['re', 'sklearn']",0,10,1,0,0,0,0,0,0,1,3,0,1.0,0,1.7471,0,0,0,0.9091,0.534746710468734,1,0.39621924822390037,0,0.6205128098595523,1
BigCodeBench/189,Granite_Code_34B_Instruct,instruct,0,task_func,"['re', 'requests', 'json']",0,13,5,2,0,0,0,1,1,2,3,1,1.0,0,1.1215,0,0,0,1.0,0.36096394466206383,0,0.6143810208646471,1,0.3026192246351487,0
BigCodeBench/205,Granite_Code_34B_Instruct,instruct,0,task_func,"['subprocess', 'multiprocessing']",0,12,3,1,1,0,0,0,0,3,2,0,1.0,0,0.5661,0,0,0,1.0,0.3687031538406136,0,0.23717283172337242,0,0.5323057213739221,1
BigCodeBench/207,Granite_Code_34B_Instruct,instruct,1,task_func,"['re', 'requests']",0,6,1,0,0,0,0,0,0,1,2,0,1.0,0,0.5724,0,0,0,0.6,0.5296822669448026,1,0.5311348096821522,1,0.5610827191947585,1
BigCodeBench/212,Granite_Code_34B_Instruct,instruct,1,task_func,"['operator', 'numpy', 'matplotlib']",0,13,1,0,0,0,0,0,0,1,3,0,1.0,0,1.0294,0,0,0,1.0,0.6475749363499547,1,0.486663866026118,0,0.5867747147552043,1
BigCodeBench/214,Granite_Code_34B_Instruct,instruct,0,task_func,"['numpy', 'matplotlib', 'random', 'cv2']",0,12,2,1,1,0,0,0,0,1,4,0,1.0,0,1.5627,0,0,0,0.8571,0.47894703789571275,0,0.4184482031007245,0,0.46424789513479525,0
BigCodeBench/216,Granite_Code_34B_Instruct,instruct,1,task_func,"['pandas', 'collections', 'json', 'os']",0,15,6,2,0,1,0,0,0,1,4,0,1.0,0,1.5597,0,0,0,0.9375,0.38994279427153844,0,0.4647881130822709,0,0.4869442607011207,0
BigCodeBench/223,Granite_Code_34B_Instruct,instruct,1,task_func,"['pandas', 'sklearn']",0,18,8,2,5,1,0,0,0,1,2,0,1.0,0,0.6561,0,0,0,1.0588,0.4984781258714774,0,0.5686735461663861,1,0.5586912635134065,1
BigCodeBench/266,Granite_Code_34B_Instruct,instruct,0,task_func,"['csv', 'collections', 'os']",0,20,4,2,0,3,0,0,0,1,4,0,1.0,0,2.613,0,0,0,1.0526,0.326249934809613,0,0.39014063124735077,0,0.31718831760284255,0
BigCodeBench/270,Granite_Code_34B_Instruct,instruct,1,task_func,"['collections', 're']",0,6,1,0,0,0,0,0,0,1,2,0,1.0,0,0.3958,0,0,0,1.0,0.5010134957733212,1,0.6404651972358137,1,0.7917255928855066,1
BigCodeBench/275,Granite_Code_34B_Instruct,instruct,1,task_func,"['numpy', 'itertools']",0,7,2,1,1,0,0,0,0,1,2,0,1.0,0,0.4656,0,0,0,1.0769,0.650319877445822,1,0.6719610636177397,1,0.6583145134544779,1
BigCodeBench/277,Granite_Code_34B_Instruct,instruct,1,task_func,"['math', 'random', 'itertools']",0,9,3,1,1,0,0,0,0,2,3,0,1.0,0,0.6556,0,0,0,0.6,0.5112064775695536,1,0.3602374122504139,0,0.326068052321215,0
BigCodeBench/279,Granite_Code_34B_Instruct,instruct,1,task_func,"['collections', 'random']",0,8,2,0,0,0,0,0,0,1,2,0,1.0,0,1.2532,0,0,0,0.7273,0.4991751077036218,0,0.5364151817796116,1,0.5008126135099589,1
BigCodeBench/286,Granite_Code_34B_Instruct,instruct,1,task_func,"['csv', 'collections', 'os']",0,28,7,3,4,2,0,0,0,4,3,0,1.0,0,2.5916,0,0,0,1.2727,0.2737584598476515,0,0.27977361720997773,0,0.3926661054917249,0
BigCodeBench/287,Granite_Code_34B_Instruct,instruct,1,task_func,"['json', 'collections', 'os']",0,14,4,2,0,1,0,0,0,1,3,0,1.0,0,1.8316,0,0,0,0.9333,0.4553908607987854,0,0.3077315359356883,0,0.5233482650506976,1
BigCodeBench/290,Granite_Code_34B_Instruct,instruct,1,task_func,"['nltk', 'collections', 'os']",0,14,5,3,1,1,0,0,0,1,4,0,1.0,0,1.7159,0,0,0,0.9333,0.34304791591034833,0,0.4670071928854656,0,0.5142574309411037,1
BigCodeBench/296,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'matplotlib']",0,2,1,0,0,0,0,0,0,0,2,0,1.0,0,0.0783,0,0,1,0.1538,0.17263301011664292,0,0.07062116812650968,0,0.003931024025998262,0
BigCodeBench/300,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'matplotlib', 'scipy']",0,15,3,1,1,0,0,0,0,1,3,0,1.0,0,0.9356,0,0,0,0.8824,0.4301827131495403,0,0.39544955742424154,0,0.4858283990340956,0
BigCodeBench/301,Granite_Code_34B_Instruct,instruct,0,task_func,"['dateutil', 'math', 'numpy', 'pytz']",0,11,1,0,0,0,0,0,0,1,4,0,1.0,0,1.4617,0,0,0,0.7857,0.5301386758245519,1,0.4194046276770353,0,0.4818321853953846,0
BigCodeBench/311,Granite_Code_34B_Instruct,instruct,0,task_func,"['random', 'numpy', 'scipy']",0,12,7,2,1,1,0,0,0,1,3,0,1.0,0,1.7903,0,0,0,0.8571,0.4038265096511452,0,0.29867107081623573,0,0.43309625129310836,0
BigCodeBench/313,Granite_Code_34B_Instruct,instruct,0,task_func,"['shutil', 'datetime', 're', 'os']",0,18,4,3,2,1,0,0,0,1,4,0,1.0,0,2.0844,0,0,0,0.8182,0.3551666930067976,0,0.26603417678413854,0,0.34214623786476744,0
BigCodeBench/314,Granite_Code_34B_Instruct,instruct,0,task_func,"['http', 'socket', 'ssl']",0,11,2,2,0,0,0,1,1,1,3,1,1.0,0,0.7743,0,0,0,0.7857,0.3536229791977459,0,0.4227173662652578,0,0.3132768644436925,0
BigCodeBench/317,Granite_Code_34B_Instruct,instruct,0,task_func,"['numpy', 're', 'sklearn']",0,9,1,0,0,0,0,0,0,1,3,0,1.0,0,1.5024,0,0,0,0.8182,0.47666766917669323,0,0.3461377618835587,0,0.5025377694028397,1
BigCodeBench/323,Granite_Code_34B_Instruct,instruct,0,task_func,"['numpy', 'collections', 're', 'sklearn']",0,18,5,1,2,0,0,0,0,1,4,0,1.0,0,1.8519,0,0,0,1.0588,0.29289223594161057,0,0.2651023708177328,0,0.4662445395903017,0
BigCodeBench/329,Granite_Code_34B_Instruct,instruct,0,task_func,"['json', 're', 'os']",0,11,3,3,1,1,0,0,0,1,3,0,1.0,0,1.4413,0,0,0,0.9167,0.5351877252261729,1,0.4404484389280975,0,0.5338628576631784,1
BigCodeBench/333,Granite_Code_34B_Instruct,instruct,1,task_func,"['random', 'heapq']",0,6,2,0,0,0,0,0,0,1,2,0,1.0,0,1.3647,0,0,0,1.0,0.6764346494206126,1,0.6114815913257285,1,0.7487752143665058,1
BigCodeBench/335,Granite_Code_34B_Instruct,instruct,1,task_func,"['queue', 'collections', 'random']",0,9,2,0,0,0,0,0,0,1,3,0,1.0,0,1.0215,0,0,0,1.0,0.7067897102301613,1,0.6988284718099912,1,0.6211004272521045,1
BigCodeBench/339,Granite_Code_34B_Instruct,instruct,1,task_func,"['urllib', 'hmac', 'hashlib', 'json']",0,11,2,1,1,0,0,0,0,1,4,0,1.0,0,0.966,0,0,0,0.9167,0.6296119383925242,1,0.6534410116422773,1,0.5504783577497253,1
BigCodeBench/349,Granite_Code_34B_Instruct,instruct,1,task_func,"['pandas', 'random']",0,11,2,1,0,1,0,0,0,1,2,0,1.0,0,1.0,0,0,0,0.9167,0.5344777142304655,1,0.505597460508879,1,0.5216519247166665,1
BigCodeBench/362,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'os']",0,11,3,1,2,0,0,0,0,1,2,0,1.0,0,1.7228,0,0,0,0.9167,0.5637542857541572,1,0.37722372180159897,0,0.5526441777068265,1
BigCodeBench/364,Granite_Code_34B_Instruct,instruct,1,task_func,"['pandas', 'sklearn']",0,14,2,1,1,0,0,0,0,1,3,0,1.0,0,1.4136,0,0,0,1.0,0.7093064992943888,1,0.6290339778783152,1,0.5421555395740719,1
BigCodeBench/369,Granite_Code_34B_Instruct,instruct,0,task_func,"['numpy', 'matplotlib', 'scipy']",0,11,1,0,0,0,0,0,0,1,3,0,1.0,0,1.4883,0,0,0,0.7857,0.5280031822007127,1,0.45387755278686914,0,0.48861839840747884,0
BigCodeBench/372,Granite_Code_34B_Instruct,instruct,0,task_func,"['glob', 'docx', 're']",0,15,3,2,0,2,0,0,0,1,3,0,1.0,0,1.9923,0,0,0,1.0714,0.42940857822386064,0,0.42946309329585536,0,0.5273783269964092,1
BigCodeBench/376,Granite_Code_34B_Instruct,instruct,1,task_func,"['nltk', 'collections', 're']",0,9,3,0,0,0,0,0,0,1,3,0,1.0,0,1.2011,0,0,0,0.9,0.33093040366912335,0,0.2881893222385842,0,0.5791778812096378,1
BigCodeBench/384,Granite_Code_34B_Instruct,instruct,1,task_func,"['collections', 'itertools', 'random']",0,9,5,0,0,0,0,0,0,1,3,0,1.0,0,0.4124,0,0,0,0.6923,0.3219677835874995,0,0.20320881951865125,0,0.34959089039027164,0
BigCodeBench/392,Granite_Code_34B_Instruct,instruct,0,task_func,"['numpy', 'matplotlib']",0,14,2,1,1,0,0,0,0,1,2,0,1.0,0,0.9529,0,0,0,1.0,0.5164660048953947,1,0.5380985165266998,1,0.5468954272061866,1
BigCodeBench/407,Granite_Code_34B_Instruct,instruct,0,task_func,"['csv', 'openpyxl', 'os']",0,15,4,2,2,1,0,0,0,1,3,0,1.0,0,1.9132,0,0,0,1.0,0.4613110640390689,0,0.3529322263657672,0,0.5387079820074334,1
BigCodeBench/410,Granite_Code_34B_Instruct,instruct,1,task_func,"['pandas', 'datetime', 'os']",0,19,5,2,2,0,0,2,2,1,3,1,1.0,0,2.2062,0,0,0,1.0556,0.3339385911505699,0,0.2911866500035412,0,0.2789305982497216,0
BigCodeBench/416,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'seaborn']",0,16,5,1,3,0,0,0,0,4,3,0,1.0,0,1.8308,0,0,0,1.0667,0.4981338082308382,0,0.4201178678367003,0,0.49454908928644836,0
BigCodeBench/418,Granite_Code_34B_Instruct,instruct,1,task_func,"['tensorflow', 'matplotlib', 'sklearn']",0,26,1,0,0,0,0,0,0,1,4,0,1.0,0,1.1035,0,0,0,1.04,0.4539256858814177,0,0.582404118932632,1,0.4695482899927481,0
BigCodeBench/432,Granite_Code_34B_Instruct,instruct,0,task_func,"['scipy', 'seaborn']",0,8,1,0,0,0,0,0,0,1,2,0,1.0,0,1.4137,0,0,0,0.64,0.5393293740466415,1,0.37427766961773395,0,0.4439219189145994,0
BigCodeBench/437,Granite_Code_34B_Instruct,instruct,1,task_func,"['pickle', 'os']",0,9,1,1,0,0,0,0,0,1,2,0,1.0,0,1.4118,0,0,0,0.9,0.6658442886289794,1,0.6604934606323408,1,0.5918065290662098,1
BigCodeBench/440,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'numpy', 'sklearn']",0,12,3,1,1,0,0,0,0,1,3,0,1.0,0,1.3032,0,0,0,0.9231,0.46110820935472385,0,0.39645880881215045,0,0.5533835511633959,1
BigCodeBench/442,Granite_Code_34B_Instruct,instruct,0,task_func,"['numpy', 'matplotlib', 'sklearn']",0,25,9,1,6,0,0,0,0,1,3,0,1.0,0,2.4409,0,0,0,1.4706,0.5300359038201687,1,0.21670105478929766,0,0.39360027792925706,0
BigCodeBench/450,Granite_Code_34B_Instruct,instruct,0,task_func,"['matplotlib', 'scipy', 'sklearn']",0,21,2,1,1,0,0,0,0,2,3,0,1.0,0,0.9323,0,0,0,1.1667,0.5724329230665512,1,0.6026705608863122,1,0.38521736005198176,0
BigCodeBench/451,Granite_Code_34B_Instruct,instruct,1,task_func,"['sklearn', 'numpy', 'matplotlib', 'seaborn']",0,17,3,1,2,0,0,0,0,1,4,0,1.0,0,1.7096,0,0,0,1.0,0.6119046443651573,1,0.4404849689423763,0,0.5241881502591884,1
BigCodeBench/452,Granite_Code_34B_Instruct,instruct,0,task_func,"['numpy', 'sklearn']",0,14,1,0,0,0,0,0,0,1,4,0,1.0,0,1.5923,0,0,0,0.9333,0.6239395628073341,1,0.5473050387214264,1,0.5567272030526849,1
BigCodeBench/458,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 're', 'json']",0,23,3,4,3,0,0,2,2,7,3,1,1.0,0,0.7252,0,0,0,1.0455,0.51421027406149,1,0.6387068139925272,1,0.28490485359510354,0
BigCodeBench/481,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'random', 're']",0,14,2,1,0,1,0,0,0,1,3,0,1.0,0,1.5556,0,0,0,1.0,0.4544970102508463,0,0.42774380434855463,0,0.539820962519648,1
BigCodeBench/490,Granite_Code_34B_Instruct,instruct,1,task_func,"['xmltodict', 'json']",0,7,1,1,0,0,0,0,0,1,2,0,1.0,0,0.7081,0,0,0,1.0,0.8007005533657016,1,0.7389362632197958,1,0.7163450378471916,1
BigCodeBench/491,Granite_Code_34B_Instruct,instruct,0,task_func,"['datetime', 'random', 'matplotlib']",0,24,8,2,2,3,0,0,0,1,3,0,1.0,0,2.0755,0,0,0,1.0,0.23294994502795405,0,0.27347939370624064,0,0.28300041908513374,0
BigCodeBench/492,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'datetime', 'random']",0,19,3,2,0,2,0,0,0,1,3,0,1.0,0,1.6213,0,0,0,0.76,0.24880508325443473,0,0.2552891152605675,0,0.2796449435379631,0
BigCodeBench/499,Granite_Code_34B_Instruct,instruct,1,task_func,"['io', 'csv', 'xlwt', 'os']",0,14,3,2,0,2,0,0,0,1,4,0,1.0,0,1.2259,0,0,0,1.0,0.3867756573321134,0,0.4673020998079561,0,0.5317364288504554,1
BigCodeBench/507,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'numpy']",0,18,3,1,2,0,0,0,0,2,2,0,1.0,0,1.6364,0,0,0,1.125,0.41455823561358884,0,0.1909949613619415,0,0.46146241051820985,0
BigCodeBench/510,Granite_Code_34B_Instruct,instruct,1,task_func,"['difflib', 'gzip']",0,8,1,1,0,0,0,0,0,1,2,0,1.0,0,0.619,0,0,0,0.8889,0.6276167484599577,1,0.5695850229661641,1,0.6203094106031073,1
BigCodeBench/521,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'matplotlib']",0,10,1,0,0,0,0,0,0,1,2,0,1.0,0,1.2463,0,0,0,0.8333,0.5301105586533821,1,0.288019206964978,0,0.5191138492434965,1
BigCodeBench/523,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'matplotlib']",0,16,5,3,2,2,0,0,0,2,2,0,1.0,0,0.9517,0,0,0,1.0,0.417241187965263,0,0.41227519858629025,0,0.5076744890336541,1
BigCodeBench/525,Granite_Code_34B_Instruct,instruct,0,task_func,"['collections', 'numpy', 'matplotlib', 'json']",0,21,4,1,0,2,0,0,0,1,4,0,1.0,0,0.8436,0,0,0,0.9333,0.3990555219769986,0,0.44714496680812293,0,0.3701300214010358,0
BigCodeBench/528,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'csv', 'collections', 'matplotlib']",0,17,3,1,0,0,0,0,0,1,4,0,1.0,0,1.1863,0,0,0,0.8947,0.3977282340502043,0,0.46551744167902154,0,0.4292937391766618,0
BigCodeBench/533,Granite_Code_34B_Instruct,instruct,0,task_func,"['secrets', 'base64', 'hashlib', 'numpy']",0,19,4,2,1,0,0,1,1,1,4,1,1.0,0,0.6611,0,0,0,1.0,0.26168015488192226,0,0.30442133894712897,0,0.3323486693370814,0
BigCodeBench/534,Granite_Code_34B_Instruct,instruct,0,task_func,"['base64', 'numpy', 'cryptography']",0,18,1,0,0,0,0,0,0,1,4,0,1.0,0,1.3426,0,0,0,0.8182,0.37367715963619125,0,0.4002618579285947,0,0.39532047802845666,0
BigCodeBench/535,Granite_Code_34B_Instruct,instruct,0,task_func,"['sqlite3', 'numpy', 'random']",0,18,3,1,1,0,0,0,0,1,3,0,1.0,0,1.0223,0,0,0,0.75,0.501330512196388,1,0.5819921957146715,1,0.3559227108132519,0
BigCodeBench/543,Granite_Code_34B_Instruct,instruct,1,task_func,"['base64', 'os']",0,7,1,0,0,0,0,0,0,1,2,0,1.0,0,1.3675,0,0,0,0.875,0.5917383505412481,1,0.6811270961838424,1,0.6716799830853976,1
BigCodeBench/549,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'base64']",0,7,1,0,0,0,0,0,0,1,2,0,1.0,0,0.5276,0,0,0,0.875,0.5678826465866017,1,0.7286814923495073,1,0.6746111803980555,1
BigCodeBench/555,Granite_Code_34B_Instruct,instruct,1,task_func,"['pandas', 'numpy', 'matplotlib', 'scipy']",0,12,1,0,0,0,0,0,0,1,4,0,1.0,0,1.4033,0,0,0,0.8571,0.5014325800680113,1,0.5475199540036931,1,0.5630104192873686,1
BigCodeBench/560,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'datetime', 'matplotlib']",0,2,1,0,0,0,0,0,0,0,2,0,0.6667,1,0.1041,0,0,1,0.1333,0.15755180418683504,0,0.07062116812650968,0,0.003033152365265446,0
BigCodeBench/564,Granite_Code_34B_Instruct,instruct,0,task_func,"['pytz', 'ctypes', 'os', 'datetime']",0,12,1,0,0,0,0,0,0,1,4,0,1.0,0,1.9351,0,0,0,0.7059,0.4258537034678696,0,0.2899757422137724,0,0.43003212470915453,0
BigCodeBench/571,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'inspect']",0,23,7,2,4,1,0,1,1,0,2,1,1.0,0,2.0162,0,0,0,0.8519,0.17844268034560748,0,0.20306734439500893,0,0.2960002553123536,0
BigCodeBench/578,Granite_Code_34B_Instruct,instruct,1,task_func,"['unicodedata', 'requests']",0,14,3,2,1,1,0,0,0,1,2,0,1.0,0,0.7466,0,0,0,0.9333,0.48273196117047734,0,0.5331934712774612,1,0.5258495784998811,1
BigCodeBench/606,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'scipy']",0,6,1,0,0,0,0,0,0,1,2,0,1.0,0,1.2791,0,0,0,0.8571,0.5779832841878304,1,0.6769909928774763,1,0.7112098046000128,1
BigCodeBench/617,Granite_Code_34B_Instruct,instruct,0,task_func,"['pandas', 'random', 'matplotlib', 're']",0,16,4,1,1,0,0,0,0,1,4,0,1.0,0,1.6268,0,0,0,0.7111,0.2240707115301905,0,0.1538273388901867,0,0.32069574543320933,0
BigCodeBench/621,Granite_Code_34B_Instruct,instruct,0,task_func,"['matplotlib', 'numpy', 'itertools', 'sklearn']",0,10,1,0,0,0,0,0,0,1,4,0,1.0,0,1.6975,0,0,0,0.6667,0.47652103795331746,0,0.45000846413292933,0,0.4132704912827434,0
